time,grid,algorithm,program,dt,max_elev__change,mean_elev__change,local_elev__max_change,net_flux,hack_ka,hack_h,mean_length,max_length
2.25E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.26E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.27E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.28E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.29E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.30E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.31E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.32E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.33E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.34E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.35E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.36E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.37E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.38E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.39E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
2.40E+07,voronoi,explicit,child,2500,0,0,0,0,30.911,1.4789,6223.157851,11049.66431
