,time,grid,algorithm,program,dt,mean_elev__change,max_elev__change,local_elev__max_change,net_flux
0,100000,voronoi,fastscape,landlab,250,38.4566842308,40.00034178,43.4025600601,0.153826736923
1,200000,voronoi,fastscape,landlab,250,36.3589964322,40.000103923,42.176231661,0.145435985729
2,300000,voronoi,fastscape,landlab,250,33.3572701317,39.999769853,42.698592134,0.133429080527
3,400000,voronoi,fastscape,landlab,250,29.6064598506,39.999602111,42.194765867,0.118425839402
4,500000,voronoi,fastscape,landlab,250,25.3854220984,39.999588632,42.417198428,0.101541688394
5,600000,voronoi,fastscape,landlab,250,21.0131932563,39.999651502,42.571865508,0.0840527730252
6,700000,voronoi,fastscape,landlab,250,16.7920021643,39.999705958,42.068307989,0.0671680086571
7,800000,voronoi,fastscape,landlab,250,12.9593522188,39.99866342,42.357858474,0.0518374088752
8,900000,voronoi,fastscape,landlab,250,9.67258966926,39.98483961,41.983649571,0.038690358677
9,1000000,voronoi,fastscape,landlab,250,6.995247146,39.910446894,41.095601724,0.027980988584
10,1100000,voronoi,fastscape,landlab,250,4.91415595742,39.554027081,40.13569383,0.0196566238297
11,1200000,voronoi,fastscape,landlab,250,3.36738055868,38.395180189,38.752643545,0.0134695222347
12,1300000,voronoi,fastscape,landlab,250,2.25990932619,35.14654391,36.434669781,0.00903963730474
13,1400000,voronoi,fastscape,landlab,250,1.48898365226,31.668304071,31.8656868,0.00595593460904
14,1500000,voronoi,fastscape,landlab,250,0.966834146381,26.562910257,27.092634294,0.00386733658552
15,1600000,voronoi,fastscape,landlab,250,0.621439979425,21.120207489,28.204349692,0.0024857599177
16,1700000,voronoi,fastscape,landlab,250,0.395163535193,16.005591265,26.976528259,0.00158065414077
17,1800000,voronoi,fastscape,landlab,250,0.248199667111,11.635400865,25.132884876,0.000992798668442
18,1900000,voronoi,fastscape,landlab,250,0.154182865794,8.161086227,22.518521501,0.000616731463174
19,2000000,voronoi,fastscape,landlab,250,0.0949198722437,5.54832404,20.477663043,0.000379679488974
20,2100000,voronoi,fastscape,landlab,250,0.0578310921412,4.915325623,26.177722747,0.000231324368565
21,2200000,voronoi,fastscape,landlab,250,0.0340887255793,4.057791158,16.756721001,0.000136354902317
22,2300000,voronoi,fastscape,landlab,250,0.0186198645721,1.45329699,23.253923749,7.44794582888e-05
23,2400000,voronoi,fastscape,landlab,250,0.00983135341613,0.911008841,26.054136902,3.93254136645e-05
24,2500000,voronoi,fastscape,landlab,250,0.00465549419579,0.541378315,22.91424722,1.86219767831e-05
25,2600000,voronoi,fastscape,landlab,250,0.00183485937623,0.309748131,22.203242275,7.33943750503e-06
26,2700000,voronoi,fastscape,landlab,250,1.99969290406e-05,0.169014216,20.520297319,7.99877159956e-08
27,2800000,voronoi,fastscape,landlab,250,0.00137208977418,0.0869132190001,24.678097938,-5.48835909668e-06
28,2900000,voronoi,fastscape,landlab,250,0.00221204888703,0.041375134,26.62432005,-8.84819554802e-06
29,3000000,voronoi,fastscape,landlab,250,0.00276980847894,0.017573127,21.00297486,-1.10792339159e-05
30,3100000,voronoi,fastscape,landlab,250,0.00245802278818,0.00590077000004,16.39198814,-9.83209115273e-06
31,3200000,voronoi,fastscape,landlab,250,0.00207646650102,0.000396885999976,12.717895166,-8.30586600391e-06
32,3300000,voronoi,fastscape,landlab,250,0.00216402838413,0.00241803799997,19.09958123,-8.65611353646e-06
33,3400000,voronoi,fastscape,landlab,250,0.00195455146297,0.00432938800009,13.489265156,-7.81820585199e-06
34,3500000,voronoi,fastscape,landlab,250,0.00179373117953,0.00598708099994,26.560031983,-7.17492471828e-06
35,3600000,voronoi,fastscape,landlab,250,0.00164281095499,0.00735741300002,21.371829118,-6.57124381974e-06
36,3700000,voronoi,fastscape,landlab,250,0.0022458267681,0.00814806200003,17.419035073,-8.98330707249e-06
37,3800000,voronoi,fastscape,landlab,250,0.00195491970891,0.00816585999996,24.029937705,-7.81967883563e-06
38,3900000,voronoi,fastscape,landlab,250,0.00220447390888,0.00747381199994,18.98604051,-8.8178956354e-06
39,4000000,voronoi,fastscape,landlab,250,0.00216791041879,0.00632773500001,19.317422631,-8.67164167512e-06
40,4100000,voronoi,fastscape,landlab,250,0.00174336039504,0.00502416200004,25.252681254,-6.97344158057e-06
41,4200000,voronoi,fastscape,landlab,250,0.00136187113577,0.00378904800004,15.622731781,-5.44748454291e-06
42,4300000,voronoi,fastscape,landlab,250,0.00140787145205,0.00274440199996,22.032637318,-5.63148580803e-06
43,4400000,voronoi,fastscape,landlab,250,0.00137307887513,0.00192662099994,18.436922518,-5.49231550063e-06
44,4500000,voronoi,fastscape,landlab,250,0.00108226710796,0.00132062300008,13.144236869,-4.32906843186e-06
45,4600000,voronoi,fastscape,landlab,250,0.000827262523728,0.000889043000029,10.406408738,-3.30905009481e-06
46,4700000,voronoi,fastscape,landlab,250,0.000617526765495,0.00059045699993,7.929265473,-2.4701070622e-06
47,4800000,voronoi,fastscape,landlab,250,0.000439671683182,0.00038822199997,5.869890909,-1.75868673268e-06
48,4900000,voronoi,fastscape,landlab,250,0.000306211718851,0.00025335700002,4.246212062,-1.2248468754e-06
49,5000000,voronoi,fastscape,landlab,250,0.000231880801891,0.000164439000059,6.710538142,-9.27523207517e-07
50,5100000,voronoi,fastscape,landlab,250,0.00035668585349,0.00010629999997,21.651427776,-1.42674341393e-06
51,5200000,voronoi,fastscape,landlab,250,0.000366383155438,6.85149999526e-05,17.904911698,-1.46553262165e-06
52,5300000,voronoi,fastscape,landlab,250,0.000429176181967,4.40659999867e-05,13.911393718,-1.7167047279e-06
53,5400000,voronoi,fastscape,landlab,250,0.000502752712237,2.82980000748e-05,12.608435491,-2.01101084897e-06
54,5500000,voronoi,fastscape,landlab,250,0.000466537553109,1.81519999387e-05,9.279263366,-1.86615021228e-06
55,5600000,voronoi,fastscape,landlab,250,0.000373516475406,1.16340000886e-05,7.085076843,-1.49406590205e-06
56,5700000,voronoi,fastscape,landlab,250,0.00109022543666,7.45199997709e-06,35.33682484,-4.3609017464e-06
57,5800000,voronoi,fastscape,landlab,250,0.00162357802031,4.77100002172e-06,52.137026451,-6.49431208123e-06
58,5900000,voronoi,fastscape,landlab,250,0.00234437348934,3.05399998979e-06,43.70489969,-9.37749395737e-06
59,6000000,voronoi,fastscape,landlab,250,0.00264198583994,1.95399991298e-06,38.966147016,-1.05679433596e-05
60,6100000,voronoi,fastscape,landlab,250,0.00264662113153,1.25100007153e-06,26.909594828,-1.05864845261e-05
61,6200000,voronoi,fastscape,landlab,250,0.00248831805834,7.99999952505e-07,23.057294953,-9.95327223339e-06
62,6300000,voronoi,fastscape,landlab,250,0.00242778612653,5.12000042363e-07,21.418926781,-9.71114450651e-06
63,6400000,voronoi,fastscape,landlab,250,0.00208023743318,3.26999952449e-07,20.646240078,-8.32094973262e-06
64,6500000,voronoi,fastscape,landlab,250,0.00203909281066,2.09000063478e-07,19.483524683,-8.15637124251e-06
65,6600000,voronoi,fastscape,landlab,250,0.00181445358942,1.33999947138e-07,17.618263442,-7.25781435789e-06
66,6700000,voronoi,fastscape,landlab,250,0.00163903777843,8.60000000102e-08,25.663130952,-6.55615111357e-06
67,6800000,voronoi,fastscape,landlab,250,0.00177488471178,5.49999867872e-08,20.937973617,-7.09953884708e-06
68,6900000,voronoi,fastscape,landlab,250,0.0016845141526,3.50000846083e-08,15.161288597,-6.73805661028e-06
69,7000000,voronoi,fastscape,landlab,250,0.00123142719565,2.19999947149e-08,12.998968502,-4.92570878274e-06
70,7100000,voronoi,fastscape,landlab,250,0.00102915197471,1.79999233296e-08,18.765416094,-4.11660789885e-06
71,7200000,voronoi,fastscape,landlab,250,0.000876046315454,4.62000002699e-07,11.95785186,-3.50418526182e-06
72,7300000,voronoi,fastscape,landlab,250,0.000738684779265,1.29900000729e-05,8.624581261,-2.95473911679e-06
73,7400000,voronoi,fastscape,landlab,250,0.000717209058735,0.000128956999902,14.929099224,-2.86883623511e-06
74,7500000,voronoi,fastscape,landlab,250,0.000867094214698,0.000628965000033,14.214897127,-3.4683768589e-06
75,7600000,voronoi,fastscape,landlab,250,0.000764807978499,0.00187266199998,14.192992249,-3.05923191404e-06
76,7700000,voronoi,fastscape,landlab,250,0.000463845667184,0.00392679000004,10.612763093,-1.85538266857e-06
77,7800000,voronoi,fastscape,landlab,250,0.00026371189756,0.00637796399997,8.17714299,-1.05484759008e-06
78,7900000,voronoi,fastscape,landlab,250,0.000137812396474,0.00854278700001,6.664854676,-5.51249586109e-07
79,8000000,voronoi,fastscape,landlab,250,9.30539337105e-05,0.009858571,5.467000814,-3.72215734581e-07
80,8100000,voronoi,fastscape,landlab,250,0.000112387283025,0.010241746,9.299420503,-4.49549132199e-07
81,8200000,voronoi,fastscape,landlab,250,0.00015309925908,0.010219856,12.831559235,-6.12397036585e-07
82,8300000,voronoi,fastscape,landlab,250,0.000162816574061,0.010651459,8.619568272,-6.51266296075e-07
83,8400000,voronoi,fastscape,landlab,250,0.00015406574596,0.0121857839999,6.132821794,-6.16262983917e-07
84,8500000,voronoi,fastscape,landlab,250,0.000138155576622,0.014804246,4.753037929,-5.52622306755e-07
85,8600000,voronoi,fastscape,landlab,250,0.000121630701244,0.0177749970001,3.680623345,-4.86522804604e-07
86,8700000,voronoi,fastscape,landlab,250,0.000107587539105,0.020144213,2.715590785,-4.30350156649e-07
87,8800000,voronoi,fastscape,landlab,250,0.000102798802686,0.02140679,1.938603422,-4.11195210762e-07
88,8900000,voronoi,fastscape,landlab,250,8.73959682508e-05,0.021714041,1.351599207,-3.49583872895e-07
89,9000000,voronoi,fastscape,landlab,250,6.94960426699e-05,0.0214694479999,0.925980842,-2.77984170867e-07
90,9100000,voronoi,fastscape,landlab,250,5.30631274387e-05,0.0208786000001,0.625915132,-2.1225250964e-07
91,9200000,voronoi,fastscape,landlab,250,3.91985228703e-05,0.0198666619999,0.418603175,-1.56794091404e-07
92,9300000,voronoi,fastscape,landlab,250,2.81239064748e-05,0.018270644,0.279257517,-1.12495625613e-07
93,9400000,voronoi,fastscape,landlab,250,1.96695384034e-05,0.016062486,0.190837971,-7.86781537189e-08
94,9500000,voronoi,fastscape,landlab,250,1.34619903633e-05,0.013428684,0.127401742,-5.38479615756e-08
95,9600000,voronoi,fastscape,landlab,250,9.05105179072e-06,0.010683775,0.083784942,-3.62042073708e-08
96,9700000,voronoi,fastscape,landlab,250,5.99936385015e-06,0.008126812,0.05456686,-2.39974553202e-08
97,9800000,voronoi,fastscape,landlab,250,3.93241231222e-06,0.00594915800002,0.035313365,-1.57296490487e-08
98,9900000,voronoi,fastscape,landlab,250,2.55540169292e-06,0.00422001899994,0.022759069,-1.02216068315e-08
99,10000000,voronoi,fastscape,landlab,250,1.64963086036e-06,0.00291920800009,0.014628517,-6.59852323451e-09
100,10100000,voronoi,fastscape,landlab,250,1.05958434915e-06,0.00198015499996,0.009386097,-4.2383377042e-09
101,10200000,voronoi,fastscape,landlab,250,6.78024321132e-07,0.00132310100003,0.00601555100002,-2.71209713644e-09
102,10300000,voronoi,fastscape,landlab,250,4.32640717918e-07,0.000874032999945,0.00385252299998,-1.73056317399e-09
103,10400000,voronoi,fastscape,landlab,250,2.75488389434e-07,0.000572456999976,0.002466083,-1.10195334766e-09
104,10500000,voronoi,fastscape,landlab,250,1.75154866611e-07,0.000372555000013,0.00157810499996,-7.00619410531e-10
105,10600000,voronoi,fastscape,landlab,250,1.11240183287e-07,0.000241318999997,0.00100966600002,-4.44960917171e-10
106,10700000,voronoi,fastscape,landlab,250,7.05971388015e-08,0.000155772000085,0.000645899000006,-2.82388564373e-10
107,10800000,voronoi,fastscape,landlab,250,4.47777210866e-08,0.000100298000007,0.000413155999979,-1.79110675308e-10
108,10900000,voronoi,fastscape,landlab,250,2.83937424683e-08,6.44589999865e-05,0.000264266000045,-1.13575090304e-10
109,11000000,voronoi,fastscape,landlab,250,1.80013444151e-08,4.13719999415e-05,0.00016902699997,-7.20053461384e-11
110,11100000,voronoi,fastscape,landlab,250,1.14124532047e-08,2.65270000455e-05,0.000108108000006,-4.5649553055e-11
111,11200000,voronoi,fastscape,landlab,250,7.23548509995e-09,1.69969999888e-05,6.91440000082e-05,-2.89422443273e-11
112,11300000,voronoi,fastscape,landlab,250,4.58800286651e-09,1.08859999273e-05,4.42229999749e-05,-1.83518227281e-11
113,11400000,voronoi,fastscape,landlab,250,2.90867774311e-09,6.96800009337e-06,2.82840000523e-05,-1.16349594311e-11
114,11500000,voronoi,fastscape,landlab,250,1.84593318409e-09,4.46000001375e-06,1.80889999797e-05,-7.38348068704e-12
115,11600000,voronoi,fastscape,landlab,250,1.17069021144e-09,2.85399994482e-06,1.15699999697e-05,-4.68275585941e-12
116,11700000,voronoi,fastscape,landlab,250,7.42033989809e-10,1.82600001608e-06,7.399000026e-06,-2.96804509644e-12
117,11800000,voronoi,fastscape,landlab,250,4.7202775022e-10,1.1680000398e-06,4.73299996884e-06,-1.88846828951e-12
118,11900000,voronoi,fastscape,landlab,250,2.99735347653e-10,7.46999944568e-07,3.02700004795e-06,-1.19868309151e-12
119,12000000,voronoi,fastscape,landlab,250,1.89459115063e-10,4.77999947179e-07,1.9360000465e-06,-7.58100072117e-13
120,12100000,voronoi,fastscape,landlab,250,1.20451204566e-10,3.06000060846e-07,1.23799998164e-06,-4.8167109321e-13
121,12200000,voronoi,fastscape,landlab,250,7.74775799073e-11,1.9499998416e-07,7.91999980265e-07,-3.09992580151e-13
122,12300000,voronoi,fastscape,landlab,250,4.91127138957e-11,1.25000042317e-07,5.07000038397e-07,-1.96529712619e-13
123,12400000,voronoi,fastscape,landlab,250,2.97859514831e-11,7.99999497758e-08,3.24000041019e-07,-1.18907714606e-13
124,12500000,voronoi,fastscape,landlab,250,1.98951966013e-11,5.10000290888e-08,2.07999960367e-07,-7.96020655781e-14
125,12600000,voronoi,fastscape,landlab,250,1.27329258248e-11,3.29999920723e-08,1.32000025133e-07,-5.09890855917e-14
126,12700000,voronoi,fastscape,landlab,250,7.78754838393e-12,2.10000052903e-08,8.50000105856e-08,-3.09890661298e-14
127,12800000,voronoi,fastscape,landlab,250,4.94537744089e-12,1.29999762066e-08,5.39999973626e-08,-1.99996452051e-14
128,12900000,voronoi,fastscape,landlab,250,3.35376171279e-12,9.00001850823e-09,3.49999709215e-08,-1.32670437592e-14
129,13000000,voronoi,fastscape,landlab,250,2.10320649785e-12,6.00005023443e-09,2.19999947149e-08,-8.61358803782e-15
130,13100000,voronoi,fastscape,landlab,250,1.02318153949e-12,2.9999682738e-09,1.40000224746e-08,-3.76231648714e-15
131,13200000,voronoi,fastscape,landlab,250,5.11590769747e-13,1.9999788492e-09,9.00001850823e-09,-2.47524450051e-15
132,13300000,voronoi,fastscape,landlab,250,3.97903932026e-13,1.9999788492e-09,6.00005023443e-09,-1.18804307167e-15
133,13400000,voronoi,fastscape,landlab,250,1.70530256582e-13,9.99989424599e-10,4.00001454182e-09,-1.08910420347e-15
134,13500000,voronoi,fastscape,landlab,250,2.84217094304e-13,0.0,2.9999682738e-09,-7.92062481981e-16
135,13600000,voronoi,fastscape,landlab,250,1.13686837722e-13,9.99989424599e-10,2.00003569262e-09,-5.94072187135e-16
136,13700000,voronoi,fastscape,landlab,250,5.68434188608e-14,0.0,1.00010311144e-09,3.96019985147e-16
137,13800000,voronoi,fastscape,landlab,250,5.68434188608e-14,0.0,1.00010311144e-09,1.98024062378e-16
138,13900000,voronoi,fastscape,landlab,250,5.68434188608e-14,0.0,9.99989424599e-10,-1.98012806534e-16
139,14000000,voronoi,fastscape,landlab,250,0.0,0.0,9.99989424599e-10,9.90064032672e-17
140,14100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
141,14200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
142,14300000,voronoi,fastscape,landlab,250,0.0,0.0,9.99989424599e-10,-9.90064032672e-17
143,14400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
144,14500000,voronoi,fastscape,landlab,250,5.68434188608e-14,0.0,9.99989424599e-10,-1.98012806534e-16
145,14600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
146,14700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
147,14800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
148,14900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
149,15000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
150,15100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
151,15200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
152,15300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
153,15400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
154,15500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
155,15600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
156,15700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
157,15800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
158,15900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
159,16000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
160,16100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
161,16200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
162,16300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
163,16400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
164,16500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
165,16600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
166,16700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
167,16800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
168,16900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
169,17000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
170,17100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
171,17200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
172,17300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
173,17400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
174,17500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
175,17600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
176,17700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
177,17800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
178,17900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
179,18000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
180,18100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
181,18200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
182,18300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
183,18400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
184,18500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
185,18600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
186,18700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
187,18800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
188,18900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
189,19000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
190,19100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
191,19200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
192,19300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
193,19400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
194,19500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
195,19600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
196,19700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
197,19800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
198,19900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
199,20000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
200,20100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
201,20200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
202,20300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
203,20400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
204,20500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
205,20600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
206,20700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
207,20800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
208,20900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
209,21000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
210,21100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
211,21200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
212,21300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
213,21400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
214,21500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
215,21600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
216,21700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
217,21800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
218,21900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
219,22000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
220,22100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
221,22200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
222,22300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
223,22400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
224,22500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
225,22600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
226,22700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
227,22800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
228,22900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
229,23000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
230,23100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
231,23200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
232,23300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
233,23400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
234,23500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
235,23600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
236,23700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
237,23800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
238,23900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
239,24000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
240,24100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
241,24200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
242,24300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
243,24400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
244,24500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
245,24600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
246,24700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
247,24800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
248,24900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
249,25000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
250,25100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
251,25200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
252,25300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
253,25400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
254,25500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
255,25600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
256,25700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
257,25800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
258,25900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
259,26000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
260,26100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
261,26200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
262,26300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
263,26400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
264,26500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
265,26600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
266,26700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
267,26800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
268,26900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
269,27000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
270,27100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
271,27200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
272,27300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
273,27400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
274,27500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
275,27600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
276,27700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
277,27800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
278,27900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
279,28000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
280,28100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
281,28200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
282,28300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
283,28400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
284,28500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
285,28600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
286,28700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
287,28800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
288,28900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
289,29000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
290,29100000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
291,29200000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
292,29300000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
293,29400000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
294,29500000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
295,29600000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
296,29700000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
297,29800000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
298,29900000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
299,30000000,voronoi,fastscape,landlab,250,0.0,0.0,0.0,0.0
